year,month,scam_type,age_group,location,report_count,total_loss,date
2023,9,phishing,55-64,WA,24,42300,2023-09-01
2023,8,investment,45-54,VIC,2,23733,2023-08-01
2022,9,financial fraud,25-34,NSW,13,28226,2022-09-01
2025,3,task-based scam,25-34,ACT,30,30499,2025-03-01
2019,5,financial fraud,65+,QLD,12,720,2019-05-01
2024,9,identity theft,45-54,NT,9,41743,2024-09-01
2022,12,phishing,18-24,WA,27,4746,2022-12-01
2023,10,identity theft,35-44,TAS,49,17399,2023-10-01
2022,4,investment,25-34,TAS,11,12980,2022-04-01
2023,8,investment,65+,QLD,12,36457,2023-08-01
2022,7,task-based scam,45-54,QLD,49,16280,2022-07-01
2025,3,identity theft,18-24,VIC,33,45374,2025-03-01
2024,1,financial fraud,18-24,NT,23,47442,2024-01-01
2019,1,investment,45-54,NSW,26,31316,2019-01-01
2025,10,phishing,45-54,SA,24,21420,2025-10-01
2019,4,task-based scam,45-54,NSW,48,37824,2019-04-01
2023,7,financial fraud,35-44,SA,27,38544,2023-07-01
2023,12,financial fraud,18-24,VIC,41,36694,2023-12-01
2020,12,phishing,25-34,NT,41,24516,2020-12-01
2021,12,financial fraud,55-64,NSW,48,36218,2021-12-01
2020,2,task-based scam,55-64,SA,29,45481,2020-02-01
2023,6,identity theft,65+,NT,46,21913,2023-06-01
2024,6,investment,25-34,QLD,2,27538,2024-06-01
2023,6,task-based scam,55-64,SA,27,38315,2023-06-01
2022,3,task-based scam,55-64,ACT,42,11986,2022-03-01
2020,7,investment,55-64,QLD,17,45250,2020-07-01
2021,12,financial fraud,45-54,SA,30,37562,2021-12-01
2020,2,identity theft,55-64,QLD,1,17714,2020-02-01
2025,2,investment,55-64,TAS,37,43130,2025-02-01
2019,1,task-based scam,65+,NT,20,41514,2019-01-01
2025,11,phishing,45-54,SA,33,12871,2025-11-01
2019,6,phishing,45-54,TAS,21,37453,2019-06-01
2020,11,task-based scam,65+,NSW,30,44972,2020-11-01
2024,8,phishing,45-54,SA,15,17550,2024-08-01
2025,11,task-based scam,35-44,VIC,20,1925,2025-11-01
2020,4,phishing,65+,VIC,7,46178,2020-04-01
2024,4,investment,55-64,NT,44,1172,2024-04-01
2023,7,investment,45-54,ACT,32,26141,2023-07-01
2024,8,investment,55-64,QLD,11,48023,2024-08-01
2022,12,financial fraud,65+,SA,2,9112,2022-12-01
2019,2,financial fraud,45-54,SA,21,33952,2019-02-01
2021,5,financial fraud,35-44,NSW,24,40610,2021-05-01
2022,3,phishing,18-24,NSW,18,40101,2022-03-01
2024,8,identity theft,65+,SA,23,11761,2024-08-01
2025,1,phishing,55-64,SA,29,2285,2025-01-01
2020,7,task-based scam,35-44,NSW,10,6348,2020-07-01
2025,11,financial fraud,25-34,NSW,6,29417,2025-11-01
2025,6,financial fraud,55-64,SA,4,34311,2025-06-01
2019,2,investment,35-44,WA,25,25114,2019-02-01
2020,6,investment,25-34,NT,40,42290,2020-06-01
2025,8,phishing,35-44,VIC,23,9983,2025-08-01
2019,12,investment,45-54,QLD,7,10281,2019-12-01
2021,1,identity theft,65+,WA,38,15992,2021-01-01
2022,8,identity theft,18-24,ACT,27,19288,2022-08-01
2021,10,task-based scam,25-34,NT,36,47331,2021-10-01
2021,1,task-based scam,25-34,TAS,47,10487,2021-01-01
2022,9,identity theft,25-34,VIC,17,15142,2022-09-01
2024,1,phishing,35-44,QLD,32,25191,2024-01-01
2022,8,phishing,65+,VIC,29,10765,2022-08-01
2024,8,task-based scam,18-24,VIC,46,45393,2024-08-01
2025,10,task-based scam,35-44,QLD,16,40012,2025-10-01
2021,9,identity theft,55-64,ACT,5,24800,2021-09-01
2025,10,phishing,25-34,SA,17,1713,2025-10-01
2020,12,phishing,65+,TAS,19,18913,2020-12-01
2022,10,financial fraud,35-44,VIC,12,46111,2022-10-01
2021,4,phishing,55-64,NSW,20,32391,2021-04-01
2021,3,financial fraud,55-64,QLD,4,37752,2021-03-01
2021,4,phishing,25-34,NT,6,9271,2021-04-01
2025,8,investment,18-24,WA,29,34640,2025-08-01
2020,4,phishing,55-64,WA,34,44894,2020-04-01
2023,9,financial fraud,45-54,VIC,37,41771,2023-09-01
2023,3,financial fraud,45-54,ACT,11,16563,2023-03-01
2022,5,phishing,45-54,NT,5,22567,2022-05-01
2025,8,investment,65+,NT,48,35700,2025-08-01
2023,8,financial fraud,45-54,WA,46,35092,2023-08-01
2019,1,task-based scam,25-34,QLD,43,33679,2019-01-01
2024,7,task-based scam,55-64,NSW,42,47498,2024-07-01
2022,12,financial fraud,18-24,VIC,35,16872,2022-12-01
2022,5,financial fraud,25-34,NSW,3,10609,2022-05-01
2021,12,financial fraud,25-34,NT,16,98,2021-12-01
2024,4,financial fraud,18-24,QLD,25,116,2024-04-01
2019,1,financial fraud,25-34,NT,45,33306,2019-01-01
2023,4,phishing,35-44,WA,4,30835,2023-04-01
2022,3,phishing,25-34,QLD,20,9477,2022-03-01
2025,1,identity theft,55-64,WA,33,24672,2025-01-01
2025,9,identity theft,25-34,SA,47,7694,2025-09-01
2024,7,financial fraud,55-64,VIC,24,6587,2024-07-01
2025,7,financial fraud,55-64,NT,4,31630,2025-07-01
2019,2,investment,18-24,WA,16,34030,2019-02-01
2020,11,phishing,45-54,WA,19,4175,2020-11-01
2020,7,investment,18-24,QLD,25,16318,2020-07-01
2025,4,financial fraud,35-44,SA,18,39292,2025-04-01
2021,4,phishing,45-54,SA,1,22646,2021-04-01
2019,9,identity theft,45-54,ACT,5,6468,2019-09-01
2022,4,identity theft,65+,VIC,40,37736,2022-04-01
2020,3,task-based scam,25-34,SA,17,48298,2020-03-01
2024,5,investment,18-24,SA,16,42766,2024-05-01
2020,6,identity theft,55-64,QLD,14,7239,2020-06-01
2024,8,phishing,35-44,WA,20,10056,2024-08-01
2023,4,financial fraud,35-44,SA,27,30468,2023-04-01
2023,9,financial fraud,55-64,NSW,25,39641,2023-09-01
2019,3,task-based scam,45-54,VIC,30,25987,2019-03-01
2025,5,phishing,65+,WA,14,46881,2025-05-01
2023,11,phishing,65+,WA,39,8232,2023-11-01
2019,3,phishing,45-54,NT,24,19257,2019-03-01
2022,6,financial fraud,18-24,ACT,48,33233,2022-06-01
2022,3,investment,18-24,ACT,37,17695,2022-03-01
2022,7,identity theft,65+,QLD,17,32256,2022-07-01
2023,12,identity theft,35-44,WA,18,7104,2023-12-01
2023,11,task-based scam,35-44,ACT,24,31855,2023-11-01
2021,12,financial fraud,65+,QLD,12,28427,2021-12-01
2020,3,investment,45-54,QLD,14,10530,2020-03-01
2024,5,financial fraud,35-44,SA,2,46527,2024-05-01
2022,7,investment,65+,QLD,4,40493,2022-07-01
2025,8,identity theft,55-64,SA,21,26105,2025-08-01
2023,9,task-based scam,18-24,ACT,15,31874,2023-09-01
2020,12,task-based scam,65+,TAS,14,31479,2020-12-01
2022,6,task-based scam,35-44,NSW,37,41878,2022-06-01
2022,6,task-based scam,45-54,SA,12,30033,2022-06-01
2024,1,identity theft,65+,QLD,17,41429,2024-01-01
2020,6,financial fraud,18-24,WA,2,5523,2020-06-01
2020,5,financial fraud,35-44,QLD,45,4785,2020-05-01
2023,9,phishing,55-64,NT,20,42943,2023-09-01
2020,11,task-based scam,35-44,VIC,49,24542,2020-11-01
2025,4,task-based scam,45-54,ACT,10,35468,2025-04-01
2025,4,identity theft,25-34,QLD,23,47234,2025-04-01
2020,11,identity theft,18-24,WA,17,46772,2020-11-01
2023,2,task-based scam,65+,SA,46,20621,2023-02-01
2022,11,phishing,35-44,SA,26,25533,2022-11-01
2024,7,financial fraud,18-24,WA,35,7119,2024-07-01
2020,11,identity theft,55-64,WA,33,4768,2020-11-01
2024,6,financial fraud,45-54,NSW,33,20850,2024-06-01
2025,7,investment,25-34,NT,38,49600,2025-07-01
2021,9,investment,25-34,WA,14,21856,2021-09-01
2019,2,investment,55-64,QLD,1,48710,2019-02-01
2024,10,phishing,45-54,SA,11,46193,2024-10-01
2020,8,financial fraud,18-24,NSW,1,45642,2020-08-01
2024,11,financial fraud,18-24,WA,10,45035,2024-11-01
2020,8,identity theft,65+,QLD,13,27337,2020-08-01
2025,9,investment,25-34,NSW,6,39894,2025-09-01
2019,6,phishing,18-24,QLD,40,43042,2019-06-01
2021,2,identity theft,55-64,SA,48,515,2021-02-01
2024,5,phishing,18-24,SA,8,23776,2024-05-01
2022,2,financial fraud,55-64,TAS,43,18546,2022-02-01
2021,4,investment,35-44,SA,27,9340,2021-04-01
2019,12,identity theft,25-34,TAS,37,28537,2019-12-01
2024,5,financial fraud,65+,WA,18,18450,2024-05-01
2020,8,task-based scam,65+,NSW,17,11390,2020-08-01
2022,10,identity theft,55-64,NSW,15,40167,2022-10-01
2021,9,task-based scam,55-64,TAS,35,42017,2021-09-01
2021,11,identity theft,55-64,QLD,5,16108,2021-11-01
2022,11,financial fraud,65+,TAS,2,43585,2022-11-01
2021,5,task-based scam,65+,SA,43,10176,2021-05-01
2019,11,financial fraud,25-34,TAS,10,6654,2019-11-01
2022,6,financial fraud,18-24,VIC,10,13611,2022-06-01
2019,12,financial fraud,35-44,VIC,16,15599,2019-12-01
2022,1,task-based scam,35-44,QLD,46,9899,2022-01-01
2019,1,identity theft,18-24,VIC,27,48053,2019-01-01
2020,1,investment,25-34,NSW,47,22921,2020-01-01
2020,2,identity theft,18-24,TAS,26,27214,2020-02-01
2021,8,financial fraud,35-44,VIC,7,9584,2021-08-01
2022,5,investment,25-34,SA,34,16309,2022-05-01
2024,11,investment,35-44,NSW,42,29760,2024-11-01
2022,10,investment,45-54,QLD,42,33736,2022-10-01
2019,3,identity theft,65+,ACT,34,39617,2019-03-01
2024,5,financial fraud,25-34,VIC,17,19843,2024-05-01
2021,11,financial fraud,45-54,ACT,31,11039,2021-11-01
2025,8,investment,55-64,NT,40,4126,2025-08-01
2021,7,identity theft,35-44,NT,36,41375,2021-07-01
2025,10,task-based scam,35-44,SA,10,32580,2025-10-01
2024,2,task-based scam,65+,NT,3,5257,2024-02-01
2022,10,phishing,18-24,NSW,16,15794,2022-10-01
2025,9,investment,55-64,WA,3,6614,2025-09-01
2020,12,identity theft,65+,QLD,12,48095,2020-12-01
2025,10,identity theft,65+,SA,38,13432,2025-10-01
2022,4,task-based scam,45-54,QLD,41,32606,2022-04-01
2025,6,task-based scam,25-34,TAS,23,48809,2025-06-01
2024,2,financial fraud,35-44,SA,33,17751,2024-02-01
2022,11,investment,35-44,NSW,12,13296,2022-11-01
2023,5,task-based scam,18-24,QLD,48,1902,2023-05-01
2019,6,phishing,45-54,NT,13,14602,2019-06-01
2019,2,identity theft,55-64,QLD,10,29230,2019-02-01
2023,1,financial fraud,45-54,QLD,44,20153,2023-01-01
2021,10,identity theft,65+,SA,30,11822,2021-10-01
2024,11,task-based scam,45-54,SA,29,16639,2024-11-01
2019,11,identity theft,65+,TAS,47,44056,2019-11-01
2021,3,financial fraud,18-24,ACT,34,13959,2021-03-01
2020,11,investment,35-44,TAS,41,37425,2020-11-01
2021,2,phishing,45-54,WA,43,44006,2021-02-01
2019,12,financial fraud,45-54,SA,32,9994,2019-12-01
2024,6,task-based scam,65+,VIC,36,24315,2024-06-01
2024,11,phishing,55-64,ACT,20,4299,2024-11-01
2021,3,investment,65+,NT,36,49739,2021-03-01
2025,2,financial fraud,35-44,ACT,46,1031,2025-02-01
2020,7,investment,25-34,TAS,48,24014,2020-07-01
2023,1,task-based scam,65+,NSW,10,37275,2023-01-01
2019,9,task-based scam,65+,TAS,23,47348,2019-09-01
2024,1,investment,18-24,QLD,20,5195,2024-01-01
2020,5,investment,35-44,WA,10,5022,2020-05-01
2022,7,identity theft,35-44,NT,32,26994,2022-07-01
2023,10,identity theft,65+,SA,41,6726,2023-10-01
2023,5,task-based scam,35-44,TAS,29,42507,2023-05-01
2025,3,identity theft,35-44,NT,43,37586,2025-03-01
2025,2,financial fraud,35-44,ACT,20,13483,2025-02-01
2019,2,investment,18-24,NT,11,31801,2019-02-01
2020,9,task-based scam,18-24,NSW,41,8864,2020-09-01
2024,11,phishing,55-64,NT,7,9159,2024-11-01
2025,6,investment,45-54,VIC,37,15121,2025-06-01
2024,4,financial fraud,65+,VIC,1,31192,2024-04-01
2022,10,identity theft,35-44,SA,3,28801,2022-10-01
2024,10,financial fraud,65+,SA,14,30538,2024-10-01
2020,7,financial fraud,25-34,WA,30,1156,2020-07-01
2024,2,investment,35-44,QLD,19,14468,2024-02-01
2021,4,identity theft,45-54,SA,47,29061,2021-04-01
2024,1,task-based scam,45-54,TAS,44,32788,2024-01-01
2019,11,investment,35-44,ACT,25,13018,2019-11-01
2021,4,investment,25-34,QLD,9,34059,2021-04-01
2024,7,identity theft,55-64,NSW,24,9018,2024-07-01
2024,10,investment,35-44,NT,5,36973,2024-10-01
2024,9,identity theft,35-44,SA,18,44230,2024-09-01
2021,11,identity theft,45-54,QLD,47,33055,2021-11-01
2024,5,investment,18-24,QLD,10,11990,2024-05-01
2025,6,investment,65+,ACT,11,29899,2025-06-01
2023,7,investment,55-64,WA,34,38023,2023-07-01
2024,9,task-based scam,45-54,WA,8,14946,2024-09-01
2025,11,financial fraud,45-54,NT,35,24524,2025-11-01
2023,10,identity theft,65+,TAS,7,35037,2023-10-01
2021,11,identity theft,65+,NT,45,7282,2021-11-01
2024,10,investment,65+,VIC,15,17954,2024-10-01
2025,8,task-based scam,35-44,QLD,27,46030,2025-08-01
2020,9,task-based scam,18-24,NSW,32,48358,2020-09-01
2025,5,financial fraud,55-64,ACT,20,151,2025-05-01
2019,9,task-based scam,45-54,TAS,32,41394,2019-09-01
2024,8,task-based scam,18-24,TAS,20,12130,2024-08-01
2019,2,financial fraud,25-34,WA,9,2426,2019-02-01
2020,12,identity theft,55-64,NSW,22,42219,2020-12-01
2021,1,financial fraud,65+,QLD,25,35690,2021-01-01
2019,4,investment,35-44,ACT,44,35101,2019-04-01
2024,12,phishing,65+,ACT,44,17648,2024-12-01
2023,2,financial fraud,18-24,SA,39,10097,2023-02-01
2022,3,investment,25-34,QLD,6,19738,2022-03-01
2023,7,task-based scam,18-24,TAS,23,7459,2023-07-01
2020,10,identity theft,45-54,NSW,22,40654,2020-10-01
2025,5,investment,35-44,VIC,4,9661,2025-05-01
2022,3,task-based scam,45-54,ACT,3,551,2022-03-01
2019,2,financial fraud,25-34,NSW,18,36414,2019-02-01
2024,9,financial fraud,55-64,NSW,15,45825,2024-09-01
2019,7,investment,35-44,SA,42,48358,2019-07-01
2022,9,task-based scam,45-54,WA,25,29942,2022-09-01
2019,4,identity theft,65+,ACT,25,35234,2019-04-01
2022,3,financial fraud,55-64,NT,6,36902,2022-03-01
2021,10,phishing,55-64,WA,29,30821,2021-10-01
2020,3,financial fraud,35-44,TAS,48,37298,2020-03-01
2024,3,task-based scam,35-44,ACT,11,34453,2024-03-01
2023,1,financial fraud,18-24,ACT,16,24834,2023-01-01
2022,10,phishing,25-34,SA,36,19997,2022-10-01
2025,8,phishing,65+,NT,21,4177,2025-08-01
2022,7,investment,18-24,VIC,31,13917,2022-07-01
2021,4,investment,65+,WA,7,41503,2021-04-01
2025,2,investment,45-54,QLD,12,2096,2025-02-01
2024,7,financial fraud,35-44,ACT,9,15551,2024-07-01
2024,8,identity theft,55-64,NSW,7,749,2024-08-01
2023,1,identity theft,65+,VIC,37,27761,2023-01-01
2021,12,identity theft,25-34,NT,43,8515,2021-12-01
2021,8,financial fraud,55-64,QLD,21,36145,2021-08-01
2020,12,identity theft,35-44,TAS,24,16068,2020-12-01
2019,2,identity theft,65+,TAS,42,18160,2019-02-01
2024,6,phishing,18-24,VIC,12,23535,2024-06-01
2024,8,phishing,45-54,VIC,21,28034,2024-08-01
2023,8,task-based scam,35-44,QLD,7,30134,2023-08-01
2021,9,phishing,65+,NSW,4,17081,2021-09-01
2025,2,financial fraud,18-24,TAS,26,48012,2025-02-01
2019,2,identity theft,25-34,NT,8,2904,2019-02-01
2025,10,task-based scam,65+,NSW,6,17266,2025-10-01
2019,5,investment,65+,NSW,41,32591,2019-05-01
2019,3,financial fraud,18-24,ACT,22,14127,2019-03-01
2024,8,financial fraud,35-44,ACT,6,21433,2024-08-01
2025,11,financial fraud,55-64,ACT,19,29224,2025-11-01
2025,8,phishing,55-64,ACT,21,25132,2025-08-01
2019,8,phishing,45-54,SA,43,15026,2019-08-01
2020,11,phishing,55-64,TAS,4,34008,2020-11-01
2020,8,investment,45-54,TAS,12,41459,2020-08-01
2021,8,task-based scam,18-24,NSW,2,472,2021-08-01
2019,5,task-based scam,18-24,SA,7,26319,2019-05-01
2025,12,phishing,45-54,WA,16,1218,2025-12-01
2021,7,phishing,55-64,SA,4,17615,2021-07-01
2022,11,investment,35-44,VIC,34,2158,2022-11-01
2024,12,identity theft,25-34,QLD,37,24034,2024-12-01
2020,1,task-based scam,18-24,NSW,11,46753,2020-01-01
2020,1,financial fraud,65+,TAS,9,36981,2020-01-01
2024,8,identity theft,45-54,NT,5,45827,2024-08-01
2023,5,task-based scam,55-64,QLD,1,8964,2023-05-01
2022,12,investment,18-24,TAS,43,7410,2022-12-01
2025,4,task-based scam,55-64,QLD,24,23633,2025-04-01
2020,7,identity theft,65+,TAS,11,35203,2020-07-01
2025,8,financial fraud,65+,NSW,3,494,2025-08-01
2019,10,identity theft,18-24,VIC,33,44927,2019-10-01
2024,7,identity theft,18-24,WA,27,47899,2024-07-01
2019,9,phishing,55-64,ACT,16,36446,2019-09-01
2024,9,task-based scam,45-54,VIC,49,48009,2024-09-01
2025,10,phishing,25-34,QLD,9,31771,2025-10-01
2019,9,investment,65+,NSW,36,48264,2019-09-01
2024,9,investment,45-54,ACT,12,19690,2024-09-01
2025,9,task-based scam,45-54,NT,4,21778,2025-09-01
2025,1,phishing,25-34,ACT,34,6803,2025-01-01
2021,11,phishing,65+,NT,7,2768,2021-11-01
2020,5,phishing,45-54,VIC,12,13460,2020-05-01
2021,10,identity theft,55-64,ACT,16,20734,2021-10-01
2025,1,phishing,45-54,ACT,11,24605,2025-01-01
2020,6,identity theft,45-54,QLD,26,37686,2020-06-01
2023,7,phishing,45-54,SA,15,30835,2023-07-01
2021,11,task-based scam,65+,NSW,39,16095,2021-11-01
2020,5,phishing,45-54,ACT,13,11758,2020-05-01
2023,2,task-based scam,25-34,ACT,14,49139,2023-02-01
2025,9,financial fraud,35-44,TAS,22,13392,2025-09-01
2020,8,identity theft,45-54,SA,36,16167,2020-08-01
2022,1,financial fraud,55-64,QLD,42,30527,2022-01-01
2024,8,task-based scam,35-44,QLD,46,10326,2024-08-01
2021,1,investment,25-34,QLD,34,23034,2021-01-01
2019,12,task-based scam,55-64,ACT,15,2041,2019-12-01
2023,11,investment,35-44,NSW,29,11409,2023-11-01
2023,5,financial fraud,45-54,SA,34,39427,2023-05-01
2025,10,investment,45-54,VIC,20,35537,2025-10-01
2025,7,investment,45-54,VIC,12,48266,2025-07-01
2019,6,identity theft,35-44,WA,7,2328,2019-06-01
2023,2,identity theft,25-34,TAS,48,33862,2023-02-01
2019,3,task-based scam,55-64,VIC,2,8317,2019-03-01
2019,6,financial fraud,18-24,NT,49,6094,2019-06-01
2020,3,investment,25-34,SA,49,16739,2020-03-01
2021,1,phishing,45-54,SA,25,20309,2021-01-01
2022,2,identity theft,35-44,TAS,15,38462,2022-02-01
2023,9,financial fraud,55-64,WA,45,46747,2023-09-01
2020,11,investment,25-34,TAS,43,8386,2020-11-01
2022,3,task-based scam,65+,WA,1,33073,2022-03-01
2022,3,phishing,55-64,TAS,30,38600,2022-03-01
2023,5,identity theft,45-54,ACT,33,2038,2023-05-01
2023,1,identity theft,25-34,QLD,2,42636,2023-01-01
2020,11,phishing,55-64,NT,30,17880,2020-11-01
2023,1,investment,35-44,NT,34,28849,2023-01-01
2022,1,task-based scam,18-24,SA,22,44765,2022-01-01
2023,4,task-based scam,65+,QLD,49,19672,2023-04-01
2024,9,identity theft,55-64,ACT,23,13337,2024-09-01
2024,5,identity theft,35-44,NT,14,307,2024-05-01
2020,8,investment,18-24,QLD,17,1491,2020-08-01
2020,11,investment,18-24,VIC,15,49247,2020-11-01
2020,3,phishing,18-24,QLD,4,22730,2020-03-01
2023,10,phishing,25-34,WA,33,20334,2023-10-01
2021,4,identity theft,25-34,QLD,44,37445,2021-04-01
2020,5,identity theft,45-54,NT,9,1039,2020-05-01
2021,12,investment,65+,TAS,43,33562,2021-12-01
2019,2,identity theft,55-64,SA,46,27844,2019-02-01
2020,3,identity theft,45-54,SA,11,25258,2020-03-01
2021,1,investment,18-24,QLD,15,19119,2021-01-01
2025,7,investment,35-44,ACT,46,23150,2025-07-01
2021,6,identity theft,45-54,WA,7,11030,2021-06-01
2022,11,phishing,45-54,TAS,20,6831,2022-11-01
2025,2,financial fraud,55-64,QLD,4,19878,2025-02-01
2021,9,financial fraud,18-24,NT,27,18053,2021-09-01
2022,3,financial fraud,65+,SA,4,48489,2022-03-01
2024,3,investment,45-54,TAS,22,12941,2024-03-01
2024,11,investment,65+,VIC,35,10341,2024-11-01
2024,1,identity theft,45-54,TAS,18,34356,2024-01-01
2021,10,investment,18-24,SA,17,40205,2021-10-01
2021,7,identity theft,18-24,TAS,38,1862,2021-07-01
2019,1,task-based scam,35-44,SA,10,29408,2019-01-01
2021,8,phishing,25-34,VIC,1,41213,2021-08-01
2023,11,identity theft,25-34,NSW,43,35751,2023-11-01
2023,2,task-based scam,35-44,SA,17,36350,2023-02-01
2024,3,investment,18-24,SA,8,23296,2024-03-01
2025,9,financial fraud,35-44,NT,22,26873,2025-09-01
2025,11,task-based scam,65+,VIC,49,11848,2025-11-01
2023,12,task-based scam,18-24,NT,12,46159,2023-12-01
2019,10,investment,65+,QLD,44,38871,2019-10-01
2021,8,financial fraud,35-44,NSW,48,43336,2021-08-01
2019,6,phishing,55-64,NSW,34,43174,2019-06-01
2025,7,investment,18-24,SA,20,38509,2025-07-01
2021,1,task-based scam,45-54,TAS,46,28651,2021-01-01
2022,1,financial fraud,55-64,WA,29,30783,2022-01-01
2019,11,phishing,45-54,TAS,20,9835,2019-11-01
2024,11,identity theft,55-64,VIC,6,10643,2024-11-01
2025,2,identity theft,18-24,SA,11,21538,2025-02-01
2023,10,phishing,25-34,VIC,37,15474,2023-10-01
2023,6,financial fraud,25-34,NT,38,3390,2023-06-01
2023,12,phishing,25-34,ACT,7,8085,2023-12-01
2025,7,task-based scam,45-54,NSW,20,12045,2025-07-01
2021,2,financial fraud,45-54,WA,11,11706,2021-02-01
2021,3,financial fraud,18-24,NT,48,41568,2021-03-01
2019,2,task-based scam,35-44,WA,33,18345,2019-02-01
2024,12,identity theft,65+,WA,7,14734,2024-12-01
2020,2,investment,25-34,QLD,44,11916,2020-02-01
2025,1,financial fraud,35-44,NSW,9,38905,2025-01-01
2021,1,task-based scam,25-34,TAS,25,48207,2021-01-01
2025,8,financial fraud,65+,ACT,49,48953,2025-08-01
2020,12,phishing,25-34,NSW,46,18630,2020-12-01
2020,12,task-based scam,35-44,QLD,4,23749,2020-12-01
2021,11,task-based scam,25-34,NT,19,37549,2021-11-01
2019,10,phishing,18-24,ACT,22,29595,2019-10-01
2024,2,financial fraud,65+,TAS,6,15495,2024-02-01
2025,10,financial fraud,35-44,NT,47,9095,2025-10-01
2020,8,financial fraud,65+,TAS,30,21099,2020-08-01
2019,9,identity theft,35-44,ACT,1,18713,2019-09-01
2019,8,financial fraud,35-44,TAS,41,1639,2019-08-01
2024,4,identity theft,65+,ACT,15,40369,2024-04-01
2021,12,identity theft,18-24,NT,44,15906,2021-12-01
2024,9,financial fraud,25-34,VIC,23,12480,2024-09-01
2025,10,phishing,18-24,TAS,12,38595,2025-10-01
2020,10,task-based scam,35-44,TAS,36,21591,2020-10-01
2019,1,phishing,35-44,WA,41,15004,2019-01-01
2020,3,phishing,65+,QLD,14,22943,2020-03-01
2025,3,task-based scam,25-34,VIC,21,29808,2025-03-01
2025,6,investment,35-44,WA,13,47547,2025-06-01
2019,6,investment,35-44,QLD,35,775,2019-06-01
2021,7,financial fraud,35-44,NT,11,14138,2021-07-01
2025,10,phishing,55-64,QLD,6,4780,2025-10-01
2019,10,task-based scam,65+,NSW,35,48449,2019-10-01
2021,7,phishing,55-64,TAS,42,34761,2021-07-01
2021,9,phishing,25-34,SA,29,24323,2021-09-01
2020,12,phishing,55-64,WA,28,42200,2020-12-01
2020,10,task-based scam,55-64,VIC,20,27475,2020-10-01
2024,6,identity theft,35-44,VIC,9,38245,2024-06-01
2020,2,phishing,18-24,TAS,30,16955,2020-02-01
2022,5,phishing,65+,NT,5,10828,2022-05-01
2020,11,phishing,65+,NSW,47,9084,2020-11-01
2020,12,identity theft,65+,NSW,44,24295,2020-12-01
2024,1,phishing,65+,QLD,19,18622,2024-01-01
2019,3,investment,55-64,NT,24,42692,2019-03-01
2024,4,investment,65+,WA,34,31480,2024-04-01
2022,11,task-based scam,55-64,QLD,5,39694,2022-11-01
2022,5,financial fraud,35-44,TAS,30,46380,2022-05-01
2025,8,financial fraud,35-44,SA,21,625,2025-08-01
